Timer started ...
MOD: delay(1250 1250), type(tTMRCO20), from(I1.OSCOUT), to(I1.TIMEROUT)
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_0_.C )
NET: delay(400 400), type(tFBK+tROUTE+tBLA*7+tMCELL), from(FDIVBY4_clk_out.Q ), to(FDIVBY4_clk_out.D )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS4_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS3_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS2_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(o_DIS1_5_.C )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(RGTPB_Q.Q ), to(step5_next_qstate53_n )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(RGTPB_Q.Q ), to(STEP5_qstate_3_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(RGTPB_Q.Q ), to(STEP5_qstate_0_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tPTCLK), from(RGTPB_Q.Q ), to(STEP5_qstate_2_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(RGTPB_Q.Q ), to(STEP5_qstate_1_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(RGTPB_Q.Q ), to(STEP2_count_state_2_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(RGTPB_Q.Q ), to(STEP2_count_state_1_.C )
NET: delay(460 460), type(tFBK+tROUTE+tBLA*3+tBCLK), from(RGTPB_Q.Q ), to(STEP2_count_state_0_.C )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_0_.Q ), to(STEP1A_count_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_0_.Q ), to(STEP1A_count_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_0_.Q ), to(STEP1A_count_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_0_.Q ), to(STEP1A_count_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_1_.Q ), to(STEP1A_count_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_1_.Q ), to(STEP1A_count_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_1_.Q ), to(STEP1A_count_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outNMSG_1_1_.Q ), to(STEP1A_count_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_0_.Q ), to(STEP1B_Di1_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_1_.Q ), to(STEP1B_Di1_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_2_.Q ), to(STEP1B_Di1_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_3_.Q ), to(STEP1B_Di1_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_4_.Q ), to(STEP1B_Di1_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_5_.Q ), to(STEP1B_Di1_5_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1A_outCHAR_6_.Q ), to(STEP1B_Di1_6_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_0_.Q ), to(STEP1B_outDISP_7_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_0_.Q ), to(o_DIS2_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_1_.Q ), to(STEP1B_outDISP_8_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_1_.Q ), to(o_DIS2_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_2_.Q ), to(STEP1B_outDISP_9_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_2_.Q ), to(o_DIS2_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_3_.Q ), to(STEP1B_outDISP_10_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_3_.Q ), to(o_DIS2_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_4_.Q ), to(STEP1B_outDISP_11_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_4_.Q ), to(o_DIS2_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_5_.Q ), to(STEP1B_outDISP_12_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_5_.Q ), to(o_DIS2_5_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_6_.Q ), to(STEP1B_outDISP_13_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_6_.Q ), to(o_DIS2_6_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_7_.Q ), to(STEP1B_outDISP_14_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_7_.Q ), to(o_DIS3_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_8_.Q ), to(STEP1B_outDISP_15_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_8_.Q ), to(o_DIS3_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_9_.Q ), to(STEP1B_outDISP_16_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_9_.Q ), to(o_DIS3_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_10_.Q ), to(STEP1B_outDISP_17_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_10_.Q ), to(o_DIS3_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_11_.Q ), to(STEP1B_outDISP_18_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_11_.Q ), to(o_DIS3_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_12_.Q ), to(STEP1B_outDISP_19_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_12_.Q ), to(o_DIS3_5_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_13_.Q ), to(STEP1B_outDISP_20_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_13_.Q ), to(o_DIS3_6_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_14_.Q ), to(o_DIS4_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_15_.Q ), to(o_DIS4_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_16_.Q ), to(o_DIS4_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_17_.Q ), to(o_DIS4_3_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_18_.Q ), to(o_DIS4_4_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_19_.Q ), to(o_DIS4_5_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_outDISP_20_.Q ), to(o_DIS4_6_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outSRST.Q ), to(STEP2_count_state_2_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outSRST.Q ), to(STEP2_count_state_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP5_outSRST.Q ), to(STEP2_count_state_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP2_next_count_state_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP2_next_count_state_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP2_next_count_state_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP5_qstate_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP5_qstate_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP5_qstate_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(STEP5_qstate_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_4_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_5_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_6_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_0_.Q ), to(o_MIDRED_7_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP2_next_count_state_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP2_next_count_state_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP5_qstate_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP5_qstate_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP5_qstate_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(STEP5_qstate_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_4_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_5_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_6_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_1_.Q ), to(o_MIDRED_7_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(STEP2_next_count_state_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(STEP5_qstate_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(STEP5_qstate_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(STEP5_qstate_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(STEP5_qstate_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_0_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_1_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_2_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_3_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_4_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_5_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_6_.D )
NET: delay(395 395), type(tFBK+tROUTE+tBLA*6+tMCELL), from(STEP2_count_state_2_.Q ), to(o_MIDRED_7_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(STEP5_qstate_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(STEP5_qstate_0_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(STEP5_qstate_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(STEP5_qstate_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(STEP3_qcombo_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_0_.Q ), to(o_TOPRED_0_ )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(STEP5_qstate_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(STEP5_qstate_0_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(STEP5_qstate_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(STEP5_qstate_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(STEP3_qcombo_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_1_.Q ), to(o_TOPRED_1_ )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP5_qstate_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP5_qstate_0_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP5_qstate_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP5_qstate_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP3_qcombo_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(STEP3_qcombo_0_.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_2_.Q ), to(o_TOPRED_2_ )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP5_qstate_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP5_qstate_0_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP5_qstate_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP5_qstate_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP3_qcombo_4_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(STEP3_qcombo_0_.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_3_.Q ), to(o_TOPRED_3_ )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP5_qstate_3_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP5_qstate_0_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP5_qstate_2_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP5_qstate_1_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP3_qcombo_5_.D )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(STEP3_qcombo_0_.T )
NET: delay(385 385), type(tFBK+tROUTE+tBLA*4+tMCELL), from(STEP3_qcombo_4_.Q ), to(o_TOPRED_4_ )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(STEP5_qstate_3_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(STEP5_qstate_0_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(STEP5_qstate_2_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(STEP5_qstate_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(STEP3_qcombo_6_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_5_.Q ), to(o_TOPRED_5_ )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(STEP5_qstate_3_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(STEP5_qstate_0_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(STEP5_qstate_2_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(STEP5_qstate_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(STEP3_qcombo_7_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_6_.Q ), to(o_TOPRED_6_ )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_7_.Q ), to(STEP5_qstate_3_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_7_.Q ), to(STEP5_qstate_0_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_7_.Q ), to(STEP5_qstate_2_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_7_.Q ), to(STEP5_qstate_1_.D )
NET: delay(380 380), type(tFBK+tROUTE+tBLA*3+tMCELL), from(STEP3_qcombo_7_.Q ), to(o_TOPRED_7_ )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(STEP2_next_count_state_2_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(STEP2_next_count_state_1_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(STEP2_next_count_state_0_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_0_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_1_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_2_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_3_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_4_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_5_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_6_.LH )
NET: delay(455 455), type(tFBK+tROUTE+tBLA*2+tBCLK), from(STEP5_outEN.Q ), to(o_MIDRED_7_.LH )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_Di1_0_.Q ), to(STEP1B_outDISP_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_Di1_0_.Q ), to(o_DIS1_0_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_Di1_1_.Q ), to(STEP1B_outDISP_1_.D )
NET: delay(365 365), type(tFBK+tROUTE+tMCELL), from(STEP1B_Di1_1_.Q ), to(o_DIS1_1_.D )
